#Col 1: dimension K: 2
#Col 2: specified s: 1
#Col 3: min n: 50000
#Col 4: max n50000
#Col 5: pas n1
#Col 7: n of trees500

K,s,n,q0,cost
2,1,50000,0.28,884
2,1,50000,0.28,506
2,1,50000,0.28,1036
2,1,50000,0.28,370
2,1,50000,0.28,988
2,1,50000,0.28,533
2,1,50000,0.28,865
2,1,50000,0.28,1209
2,1,50000,0.28,635
2,1,50000,0.28,268
2,1,50000,0.28,796
2,1,50000,0.28,758
2,1,50000,0.28,561
2,1,50000,0.28,835
2,1,50000,0.28,967
2,1,50000,0.28,642
2,1,50000,0.28,964
2,1,50000,0.28,459
2,1,50000,0.28,465
2,1,50000,0.28,1454
2,1,50000,0.28,691
2,1,50000,0.28,514
2,1,50000,0.28,840
2,1,50000,0.28,415
2,1,50000,0.28,453
2,1,50000,0.28,594
2,1,50000,0.28,1052
2,1,50000,0.28,1239
2,1,50000,0.28,584
2,1,50000,0.28,856
2,1,50000,0.28,967
2,1,50000,0.28,614
2,1,50000,0.28,908
2,1,50000,0.28,1155
2,1,50000,0.28,625
2,1,50000,0.28,514
2,1,50000,0.28,681
2,1,50000,0.28,890
2,1,50000,0.28,520
2,1,50000,0.28,463
2,1,50000,0.28,606
2,1,50000,0.28,423
2,1,50000,0.28,1022
2,1,50000,0.28,336
2,1,50000,0.28,432
2,1,50000,0.28,523
2,1,50000,0.28,603
2,1,50000,0.28,1306
2,1,50000,0.28,343
2,1,50000,0.28,1122
2,1,50000,0.28,677
2,1,50000,0.28,525
2,1,50000,0.28,561
2,1,50000,0.28,484
2,1,50000,0.28,789
2,1,50000,0.28,1455
2,1,50000,0.28,811
2,1,50000,0.28,924
2,1,50000,0.28,1201
2,1,50000,0.28,595
2,1,50000,0.28,506
2,1,50000,0.28,627
2,1,50000,0.28,912
2,1,50000,0.28,926
2,1,50000,0.28,964
2,1,50000,0.28,476
2,1,50000,0.28,766
2,1,50000,0.28,776
2,1,50000,0.28,605
2,1,50000,0.28,569
2,1,50000,0.28,1625
2,1,50000,0.28,444
2,1,50000,0.28,427
2,1,50000,0.28,883
2,1,50000,0.28,1151
2,1,50000,0.28,1043
2,1,50000,0.28,485
2,1,50000,0.28,864
2,1,50000,0.28,599
2,1,50000,0.28,993
2,1,50000,0.28,579
2,1,50000,0.28,961
2,1,50000,0.28,1374
2,1,50000,0.28,716
2,1,50000,0.28,1329
2,1,50000,0.28,1288
2,1,50000,0.28,377
2,1,50000,0.28,554
2,1,50000,0.28,833
2,1,50000,0.28,804
2,1,50000,0.28,1187
2,1,50000,0.28,1154
2,1,50000,0.28,739
2,1,50000,0.28,862
2,1,50000,0.28,1058
2,1,50000,0.28,596
2,1,50000,0.28,731
2,1,50000,0.28,775
2,1,50000,0.28,571
2,1,50000,0.28,220
2,1,50000,0.28,873
2,1,50000,0.28,597
2,1,50000,0.29,707
2,1,50000,0.29,508
2,1,50000,0.29,1310
2,1,50000,0.29,858
2,1,50000,0.29,919
2,1,50000,0.29,511
2,1,50000,0.29,716
2,1,50000,0.29,967
2,1,50000,0.29,575
2,1,50000,0.29,790
2,1,50000,0.29,869
2,1,50000,0.29,532
2,1,50000,0.29,903
2,1,50000,0.29,716
2,1,50000,0.29,296
2,1,50000,0.29,695
2,1,50000,0.29,748
2,1,50000,0.29,1324
2,1,50000,0.29,845
2,1,50000,0.29,314
2,1,50000,0.29,892
2,1,50000,0.29,480
2,1,50000,0.29,178
2,1,50000,0.29,512
2,1,50000,0.29,453
2,1,50000,0.29,840
2,1,50000,0.29,407
2,1,50000,0.29,595
2,1,50000,0.29,588
2,1,50000,0.29,962
2,1,50000,0.29,467
2,1,50000,0.29,492
2,1,50000,0.29,693
2,1,50000,0.29,991
2,1,50000,0.29,558
2,1,50000,0.29,358
2,1,50000,0.29,814
2,1,50000,0.29,654
2,1,50000,0.29,883
2,1,50000,0.29,601
2,1,50000,0.29,1068
2,1,50000,0.29,693
2,1,50000,0.29,650
2,1,50000,0.29,626
2,1,50000,0.29,554
2,1,50000,0.29,310
2,1,50000,0.29,998
2,1,50000,0.29,741
2,1,50000,0.29,696
2,1,50000,0.29,846
2,1,50000,0.29,546
2,1,50000,0.29,730
2,1,50000,0.29,1021
2,1,50000,0.29,666
2,1,50000,0.29,479
2,1,50000,0.29,1143
2,1,50000,0.29,823
2,1,50000,0.29,690
2,1,50000,0.29,244
2,1,50000,0.29,626
2,1,50000,0.29,1071
2,1,50000,0.29,431
2,1,50000,0.29,491
2,1,50000,0.29,777
2,1,50000,0.29,686
2,1,50000,0.29,1043
2,1,50000,0.29,389
2,1,50000,0.29,843
2,1,50000,0.29,900
2,1,50000,0.29,856
2,1,50000,0.29,659
2,1,50000,0.29,448
2,1,50000,0.29,539
2,1,50000,0.29,975
2,1,50000,0.29,542
2,1,50000,0.29,737
2,1,50000,0.29,789
2,1,50000,0.29,801
2,1,50000,0.29,332
2,1,50000,0.29,312
2,1,50000,0.29,764
2,1,50000,0.29,411
2,1,50000,0.29,908
2,1,50000,0.29,432
2,1,50000,0.29,434
2,1,50000,0.29,1017
2,1,50000,0.29,830
2,1,50000,0.29,495
2,1,50000,0.29,1381
2,1,50000,0.29,609
2,1,50000,0.29,1295
2,1,50000,0.29,424
2,1,50000,0.29,801
2,1,50000,0.29,874
2,1,50000,0.29,622
2,1,50000,0.29,1192
2,1,50000,0.29,456
2,1,50000,0.29,484
2,1,50000,0.29,797
2,1,50000,0.29,958
2,1,50000,0.29,732
2,1,50000,0.29,846
2,1,50000,0.29,764
2,1,50000,0.29,255
2,1,50000,0.29,922
2,1,50000,0.29,618
2,1,50000,0.29,1536
2,1,50000,0.29,446
2,1,50000,0.29,398
2,1,50000,0.29,417
2,1,50000,0.29,401
2,1,50000,0.29,229
2,1,50000,0.29,617
2,1,50000,0.29,936
2,1,50000,0.29,894
2,1,50000,0.29,372
2,1,50000,0.29,220
2,1,50000,0.29,691
2,1,50000,0.29,811
2,1,50000,0.29,1157
2,1,50000,0.29,204
2,1,50000,0.29,592
2,1,50000,0.29,217
2,1,50000,0.29,750
2,1,50000,0.29,277
2,1,50000,0.29,1439
2,1,50000,0.29,1383
2,1,50000,0.29,775
2,1,50000,0.29,765
2,1,50000,0.29,898
2,1,50000,0.29,671
2,1,50000,0.29,931
2,1,50000,0.29,570
2,1,50000,0.29,840
2,1,50000,0.29,783
2,1,50000,0.29,587
2,1,50000,0.29,1467
2,1,50000,0.29,942
2,1,50000,0.29,710
2,1,50000,0.29,1261
2,1,50000,0.29,898
2,1,50000,0.29,602
2,1,50000,0.29,695
2,1,50000,0.29,941
2,1,50000,0.29,717
2,1,50000,0.29,851
2,1,50000,0.29,673
2,1,50000,0.29,891
2,1,50000,0.29,1111
2,1,50000,0.29,698
2,1,50000,0.29,1041
2,1,50000,0.29,715
2,1,50000,0.29,924
2,1,50000,0.29,517
2,1,50000,0.29,646
2,1,50000,0.29,690
2,1,50000,0.29,951
2,1,50000,0.29,1017
2,1,50000,0.29,407
2,1,50000,0.29,765
2,1,50000,0.29,808
2,1,50000,0.29,830
2,1,50000,0.29,647
2,1,50000,0.29,749
2,1,50000,0.29,379
2,1,50000,0.29,578
2,1,50000,0.29,254
2,1,50000,0.29,273
2,1,50000,0.29,416
2,1,50000,0.29,612
2,1,50000,0.29,505
2,1,50000,0.29,496
2,1,50000,0.29,714
2,1,50000,0.29,839
2,1,50000,0.29,729
2,1,50000,0.29,601
2,1,50000,0.29,613
2,1,50000,0.29,684
2,1,50000,0.29,684
2,1,50000,0.29,820
2,1,50000,0.29,170
2,1,50000,0.29,673
2,1,50000,0.29,905
2,1,50000,0.29,682
2,1,50000,0.29,784
2,1,50000,0.29,975
2,1,50000,0.29,748
2,1,50000,0.29,785
2,1,50000,0.29,873
2,1,50000,0.29,886
2,1,50000,0.29,738
2,1,50000,0.29,454
2,1,50000,0.29,428
2,1,50000,0.29,415
2,1,50000,0.29,1228
2,1,50000,0.29,788
2,1,50000,0.29,723
2,1,50000,0.29,1333
2,1,50000,0.29,686
2,1,50000,0.29,537
2,1,50000,0.29,824
2,1,50000,0.29,391
2,1,50000,0.29,664
2,1,50000,0.29,840
2,1,50000,0.29,604
2,1,50000,0.29,735
2,1,50000,0.29,623
2,1,50000,0.29,802
2,1,50000,0.29,603
2,1,50000,0.29,860
2,1,50000,0.29,303
2,1,50000,0.29,387
2,1,50000,0.29,535
2,1,50000,0.29,1416
2,1,50000,0.29,498
2,1,50000,0.29,675
2,1,50000,0.29,485
2,1,50000,0.29,1115
2,1,50000,0.29,645
2,1,50000,0.29,801
2,1,50000,0.29,675
2,1,50000,0.29,852
2,1,50000,0.29,222
2,1,50000,0.29,588
2,1,50000,0.29,1087
2,1,50000,0.29,1024
2,1,50000,0.29,405
2,1,50000,0.29,751
2,1,50000,0.29,904
2,1,50000,0.29,881
2,1,50000,0.29,1128
2,1,50000,0.29,889
2,1,50000,0.29,214
2,1,50000,0.29,849
2,1,50000,0.29,741
2,1,50000,0.29,555
2,1,50000,0.29,611
2,1,50000,0.29,379
2,1,50000,0.29,1138
2,1,50000,0.29,572
2,1,50000,0.29,574
2,1,50000,0.29,302
2,1,50000,0.29,422
2,1,50000,0.29,502
2,1,50000,0.29,971
2,1,50000,0.29,1097
2,1,50000,0.29,615
2,1,50000,0.29,752
2,1,50000,0.29,533
2,1,50000,0.29,485
2,1,50000,0.29,475
2,1,50000,0.29,465
2,1,50000,0.29,721
2,1,50000,0.29,584
2,1,50000,0.29,847
2,1,50000,0.29,691
2,1,50000,0.29,607
2,1,50000,0.29,1046
2,1,50000,0.29,596
2,1,50000,0.29,323
2,1,50000,0.29,1215
2,1,50000,0.29,754
2,1,50000,0.29,965
2,1,50000,0.29,808
2,1,50000,0.29,519
2,1,50000,0.29,1441
2,1,50000,0.29,1047
2,1,50000,0.29,596
2,1,50000,0.29,1202
2,1,50000,0.29,263
2,1,50000,0.29,252
2,1,50000,0.29,255
2,1,50000,0.29,797
2,1,50000,0.29,1185
2,1,50000,0.29,696
2,1,50000,0.29,552
2,1,50000,0.29,527
2,1,50000,0.29,1018
2,1,50000,0.29,605
2,1,50000,0.29,1085
2,1,50000,0.29,944
2,1,50000,0.29,522
2,1,50000,0.29,582
2,1,50000,0.29,1279
2,1,50000,0.29,798
2,1,50000,0.29,444
2,1,50000,0.29,615
2,1,50000,0.29,1252
2,1,50000,0.29,486
2,1,50000,0.29,1439
2,1,50000,0.29,1131
2,1,50000,0.29,555
2,1,50000,0.29,1192
2,1,50000,0.29,564
2,1,50000,0.29,418
2,1,50000,0.29,410
2,1,50000,0.29,892
2,1,50000,0.29,1015
2,1,50000,0.29,441
2,1,50000,0.29,701
2,1,50000,0.29,892
2,1,50000,0.29,655
2,1,50000,0.29,919
2,1,50000,0.29,891
2,1,50000,0.29,224
2,1,50000,0.29,620
2,1,50000,0.29,365
2,1,50000,0.29,874
2,1,50000,0.29,348
2,1,50000,0.29,758
2,1,50000,0.29,416
2,1,50000,0.29,540
2,1,50000,0.29,795
2,1,50000,0.29,333
2,1,50000,0.29,686
2,1,50000,0.29,653
2,1,50000,0.29,188
2,1,50000,0.29,532
2,1,50000,0.29,236
2,1,50000,0.29,943
2,1,50000,0.29,702
2,1,50000,0.29,773
2,1,50000,0.29,728
2,1,50000,0.29,634
2,1,50000,0.29,1033
2,1,50000,0.29,980
2,1,50000,0.29,455
2,1,50000,0.29,606
2,1,50000,0.29,236
2,1,50000,0.29,477
2,1,50000,0.29,823
2,1,50000,0.29,286
2,1,50000,0.29,465
2,1,50000,0.29,604
2,1,50000,0.29,515
2,1,50000,0.29,510
2,1,50000,0.29,1126
2,1,50000,0.29,743
2,1,50000,0.29,1136
2,1,50000,0.29,506
2,1,50000,0.29,1160
2,1,50000,0.29,1046
2,1,50000,0.29,719
2,1,50000,0.29,1072
2,1,50000,0.29,886
2,1,50000,0.29,589
2,1,50000,0.29,996
2,1,50000,0.29,510
2,1,50000,0.29,752
2,1,50000,0.29,472
2,1,50000,0.29,813
2,1,50000,0.29,784
2,1,50000,0.29,714
2,1,50000,0.29,787
2,1,50000,0.29,1151
2,1,50000,0.29,442
2,1,50000,0.29,919
2,1,50000,0.29,731
2,1,50000,0.29,1421
2,1,50000,0.29,640
2,1,50000,0.29,1097
2,1,50000,0.29,700
2,1,50000,0.29,1081
2,1,50000,0.29,1386
2,1,50000,0.29,581
2,1,50000,0.29,367
2,1,50000,0.29,844
2,1,50000,0.29,364
2,1,50000,0.29,739
2,1,50000,0.29,503
2,1,50000,0.29,736
2,1,50000,0.29,277
2,1,50000,0.29,814
2,1,50000,0.29,452
2,1,50000,0.29,1480
2,1,50000,0.29,701
2,1,50000,0.29,653
2,1,50000,0.29,523
2,1,50000,0.29,494
2,1,50000,0.29,987
2,1,50000,0.29,645
2,1,50000,0.29,706
2,1,50000,0.29,501
2,1,50000,0.29,522
2,1,50000,0.29,917
2,1,50000,0.29,960
2,1,50000,0.29,863
2,1,50000,0.29,511
2,1,50000,0.29,896
2,1,50000,0.29,714
2,1,50000,0.29,1034
2,1,50000,0.29,1326
2,1,50000,0.29,823
2,1,50000,0.29,784
2,1,50000,0.29,157
2,1,50000,0.29,828
2,1,50000,0.29,355
2,1,50000,0.29,540
2,1,50000,0.29,569
2,1,50000,0.29,626
2,1,50000,0.29,1393
2,1,50000,0.29,700
2,1,50000,0.29,1031
2,1,50000,0.29,605
2,1,50000,0.29,1090
2,1,50000,0.29,503
2,1,50000,0.29,1170
2,1,50000,0.29,908
2,1,50000,0.29,1262
2,1,50000,0.29,825
2,1,50000,0.29,790
2,1,50000,0.29,465
2,1,50000,0.29,560
2,1,50000,0.29,1142
2,1,50000,0.29,906
2,1,50000,0.29,622
2,1,50000,0.29,1481
2,1,50000,0.29,1144
2,1,50000,0.29,639
2,1,50000,0.29,590
2,1,50000,0.29,475
2,1,50000,0.29,753
2,1,50000,0.29,1021
2,1,50000,0.29,1201
2,1,50000,0.29,1174
2,1,50000,0.29,893
2,1,50000,0.29,378
2,1,50000,0.29,595
2,1,50000,0.29,616
2,1,50000,0.29,255
2,1,50000,0.29,736
2,1,50000,0.29,838
2,1,50000,0.29,744
2,1,50000,0.29,508
2,1,50000,0.29,833
2,1,50000,0.29,473
2,1,50000,0.29,876
2,1,50000,0.29,668
2,1,50000,0.29,1132
2,1,50000,0.29,979
2,1,50000,0.29,593
2,1,50000,0.29,1032
2,1,50000,0.29,896
2,1,50000,0.29,845
2,1,50000,0.29,528
2,1,50000,0.29,430
2,1,50000,0.29,905
2,1,50000,0.29,880
2,1,50000,0.29,1054
2,1,50000,0.29,881
2,1,50000,0.29,1189
2,1,50000,0.29,1050
2,1,50000,0.29,979
2,1,50000,0.29,477
2,1,50000,0.29,1102
2,1,50000,0.29,702
2,1,50000,0.29,852
2,1,50000,0.29,789
2,1,50000,0.29,481
2,1,50000,0.29,1208
2,1,50000,0.29,209
2,1,50000,0.29,752
2,1,50000,0.29,836
2,1,50000,0.29,534
2,1,50000,0.29,741
2,1,50000,0.29,840
2,1,50000,0.29,967
2,1,50000,0.29,1218
2,1,50000,0.29,1201
2,1,50000,0.29,765
2,1,50000,0.29,1181
2,1,50000,0.29,504
2,1,50000,0.29,554
2,1,50000,0.29,768
2,1,50000,0.29,545
2,1,50000,0.29,1148
2,1,50000,0.29,443
2,1,50000,0.29,627
2,1,50000,0.29,851
2,1,50000,0.29,1135
2,1,50000,0.29,689
2,1,50000,0.29,845
2,1,50000,0.29,1189
2,1,50000,0.29,738
2,1,50000,0.29,887
2,1,50000,0.29,606
2,1,50000,0.29,849
2,1,50000,0.29,1025
2,1,50000,0.29,660
2,1,50000,0.29,398
2,1,50000,0.29,714
2,1,50000,0.29,561
2,1,50000,0.29,755
2,1,50000,0.29,549
2,1,50000,0.29,862
2,1,50000,0.29,771
2,1,50000,0.29,544
2,1,50000,0.29,1319
2,1,50000,0.29,1325
2,1,50000,0.29,509
2,1,50000,0.3,847
2,1,50000,0.3,856
2,1,50000,0.3,825
2,1,50000,0.3,754
2,1,50000,0.3,860
2,1,50000,0.3,828
2,1,50000,0.3,896
2,1,50000,0.3,1290
2,1,50000,0.3,681
2,1,50000,0.3,1133
2,1,50000,0.3,486
2,1,50000,0.3,1040
2,1,50000,0.3,1219
2,1,50000,0.3,768
2,1,50000,0.3,960
2,1,50000,0.3,712
2,1,50000,0.3,479
2,1,50000,0.3,424
2,1,50000,0.3,925
2,1,50000,0.3,725
2,1,50000,0.3,828
2,1,50000,0.3,776
2,1,50000,0.3,595
2,1,50000,0.3,417
2,1,50000,0.3,308
2,1,50000,0.3,224
2,1,50000,0.3,964
2,1,50000,0.3,1201
2,1,50000,0.3,689
2,1,50000,0.3,568
2,1,50000,0.3,555
2,1,50000,0.3,727
2,1,50000,0.3,1261
2,1,50000,0.3,864
2,1,50000,0.3,873
2,1,50000,0.3,1168
2,1,50000,0.3,262
2,1,50000,0.3,582
2,1,50000,0.3,630
2,1,50000,0.3,454
2,1,50000,0.3,1132
2,1,50000,0.3,795
2,1,50000,0.3,765
2,1,50000,0.3,781
2,1,50000,0.3,559
2,1,50000,0.3,218
2,1,50000,0.3,360
2,1,50000,0.3,888
2,1,50000,0.3,382
2,1,50000,0.3,790
2,1,50000,0.3,750
2,1,50000,0.3,580
2,1,50000,0.3,630
2,1,50000,0.3,915
2,1,50000,0.3,762
2,1,50000,0.3,936
2,1,50000,0.3,1183
2,1,50000,0.3,945
2,1,50000,0.3,427
2,1,50000,0.3,974
2,1,50000,0.3,803
2,1,50000,0.3,512
2,1,50000,0.3,473
2,1,50000,0.3,681
2,1,50000,0.3,650
2,1,50000,0.3,374
2,1,50000,0.3,923
2,1,50000,0.3,765
2,1,50000,0.3,227
2,1,50000,0.3,971
2,1,50000,0.3,576
2,1,50000,0.3,484
2,1,50000,0.3,1453
2,1,50000,0.3,1094
2,1,50000,0.3,453
2,1,50000,0.3,479
2,1,50000,0.3,701
2,1,50000,0.3,418
2,1,50000,0.3,432
2,1,50000,0.3,903
2,1,50000,0.3,883
2,1,50000,0.3,393
2,1,50000,0.3,1123
2,1,50000,0.3,266
2,1,50000,0.3,736
2,1,50000,0.3,997
2,1,50000,0.3,752
2,1,50000,0.3,282
2,1,50000,0.3,758
2,1,50000,0.3,490
2,1,50000,0.3,680
2,1,50000,0.3,195
2,1,50000,0.3,1215
2,1,50000,0.3,981
2,1,50000,0.3,267
2,1,50000,0.3,938
2,1,50000,0.3,412
2,1,50000,0.3,710
2,1,50000,0.3,635
2,1,50000,0.3,538
2,1,50000,0.3,743
2,1,50000,0.3,306
2,1,50000,0.3,865
2,1,50000,0.3,842
2,1,50000,0.3,546
2,1,50000,0.3,747
2,1,50000,0.3,490
2,1,50000,0.3,507
2,1,50000,0.3,1151
2,1,50000,0.3,486
2,1,50000,0.3,681
2,1,50000,0.3,563
2,1,50000,0.3,570
2,1,50000,0.3,850
2,1,50000,0.3,677
2,1,50000,0.3,259
2,1,50000,0.3,387
2,1,50000,0.3,933
2,1,50000,0.3,764
2,1,50000,0.3,415
2,1,50000,0.3,854
2,1,50000,0.3,1120
2,1,50000,0.3,558
2,1,50000,0.3,967
2,1,50000,0.3,447
2,1,50000,0.3,879
2,1,50000,0.3,559
2,1,50000,0.3,578
2,1,50000,0.3,317
2,1,50000,0.3,1358
2,1,50000,0.3,444
2,1,50000,0.3,826
2,1,50000,0.3,289
2,1,50000,0.3,630
2,1,50000,0.3,710
2,1,50000,0.3,473
2,1,50000,0.3,1409
2,1,50000,0.3,389
2,1,50000,0.3,1147
2,1,50000,0.3,625
2,1,50000,0.3,707
2,1,50000,0.3,565
2,1,50000,0.3,544
2,1,50000,0.3,1055
2,1,50000,0.3,286
2,1,50000,0.3,675
2,1,50000,0.3,287
2,1,50000,0.3,480
2,1,50000,0.3,1098
2,1,50000,0.3,1416
2,1,50000,0.3,336
2,1,50000,0.3,1240
2,1,50000,0.3,906
2,1,50000,0.3,687
2,1,50000,0.3,1194
2,1,50000,0.3,1256
2,1,50000,0.3,364
2,1,50000,0.3,687
2,1,50000,0.3,771
2,1,50000,0.3,555
2,1,50000,0.3,927
2,1,50000,0.3,344
2,1,50000,0.3,613
2,1,50000,0.3,834
2,1,50000,0.3,581
2,1,50000,0.3,876
2,1,50000,0.3,470
2,1,50000,0.3,540
2,1,50000,0.3,1220
2,1,50000,0.3,570
2,1,50000,0.3,518
2,1,50000,0.3,903
2,1,50000,0.3,1308
2,1,50000,0.3,692
2,1,50000,0.3,839
2,1,50000,0.3,606
2,1,50000,0.3,531
2,1,50000,0.3,439
2,1,50000,0.3,514
2,1,50000,0.3,813
2,1,50000,0.3,1457
2,1,50000,0.3,1057
2,1,50000,0.3,766
2,1,50000,0.3,667
2,1,50000,0.3,1000
2,1,50000,0.3,475
2,1,50000,0.3,1241
2,1,50000,0.3,1063
2,1,50000,0.3,804
2,1,50000,0.3,328
2,1,50000,0.3,659
2,1,50000,0.3,771
2,1,50000,0.3,559
2,1,50000,0.3,1166
2,1,50000,0.3,1600
2,1,50000,0.3,820
2,1,50000,0.3,1006
2,1,50000,0.3,1049
2,1,50000,0.3,503
2,1,50000,0.3,1041
2,1,50000,0.3,820
2,1,50000,0.3,772
2,1,50000,0.3,841
2,1,50000,0.3,956
2,1,50000,0.3,915
2,1,50000,0.3,782
2,1,50000,0.3,557
2,1,50000,0.3,468
2,1,50000,0.3,613
2,1,50000,0.3,478
2,1,50000,0.3,577
2,1,50000,0.3,790
2,1,50000,0.3,802
2,1,50000,0.3,682
2,1,50000,0.3,315
2,1,50000,0.3,378
2,1,50000,0.3,1131
2,1,50000,0.3,477
2,1,50000,0.3,881
2,1,50000,0.3,932
2,1,50000,0.3,408
2,1,50000,0.3,737
2,1,50000,0.3,921
2,1,50000,0.3,481
2,1,50000,0.3,1138
2,1,50000,0.3,798
2,1,50000,0.3,801
2,1,50000,0.3,456
2,1,50000,0.3,785
2,1,50000,0.3,930
2,1,50000,0.3,999
2,1,50000,0.3,901
2,1,50000,0.3,757
2,1,50000,0.3,451
2,1,50000,0.3,718
2,1,50000,0.3,590
2,1,50000,0.3,564
2,1,50000,0.3,556
2,1,50000,0.3,531
2,1,50000,0.3,510
2,1,50000,0.3,585
2,1,50000,0.3,967
2,1,50000,0.3,1296
2,1,50000,0.3,748
2,1,50000,0.3,1148
2,1,50000,0.3,873
2,1,50000,0.3,708
2,1,50000,0.3,325
2,1,50000,0.3,671
2,1,50000,0.3,783
2,1,50000,0.3,900
2,1,50000,0.3,880
2,1,50000,0.3,1260
2,1,50000,0.3,725
2,1,50000,0.3,996
2,1,50000,0.3,1134
2,1,50000,0.3,641
2,1,50000,0.3,523
2,1,50000,0.3,580
2,1,50000,0.3,486
2,1,50000,0.3,785
2,1,50000,0.3,584
2,1,50000,0.3,743
2,1,50000,0.3,895
2,1,50000,0.3,1530
2,1,50000,0.3,341
2,1,50000,0.3,489
2,1,50000,0.3,445
2,1,50000,0.3,1205
2,1,50000,0.3,706
2,1,50000,0.3,366
2,1,50000,0.3,503
2,1,50000,0.3,498
2,1,50000,0.3,1136
2,1,50000,0.3,786
2,1,50000,0.3,782
2,1,50000,0.3,610
2,1,50000,0.3,319
2,1,50000,0.3,1063
2,1,50000,0.3,1050
2,1,50000,0.3,660
2,1,50000,0.3,1079
2,1,50000,0.3,519
2,1,50000,0.3,762
2,1,50000,0.3,506
2,1,50000,0.3,962
2,1,50000,0.3,873
2,1,50000,0.3,745
2,1,50000,0.3,478
2,1,50000,0.3,677
2,1,50000,0.3,354
2,1,50000,0.3,1285
2,1,50000,0.3,1207
2,1,50000,0.3,679
2,1,50000,0.3,397
2,1,50000,0.3,636
2,1,50000,0.3,1002
2,1,50000,0.3,714
2,1,50000,0.3,655
2,1,50000,0.3,612
2,1,50000,0.3,742
2,1,50000,0.3,654
2,1,50000,0.3,899
2,1,50000,0.3,1332
2,1,50000,0.3,688
2,1,50000,0.3,454
2,1,50000,0.3,779
2,1,50000,0.3,930
2,1,50000,0.3,383
2,1,50000,0.3,1130
2,1,50000,0.3,341
2,1,50000,0.3,746
2,1,50000,0.3,853
2,1,50000,0.3,1131
2,1,50000,0.3,681
2,1,50000,0.3,950
2,1,50000,0.3,556
2,1,50000,0.3,712
2,1,50000,0.3,1195
2,1,50000,0.3,879
2,1,50000,0.3,483
2,1,50000,0.3,1240
2,1,50000,0.3,284
2,1,50000,0.3,492
2,1,50000,0.3,294
2,1,50000,0.3,1094
2,1,50000,0.3,904
2,1,50000,0.3,428
2,1,50000,0.3,430
2,1,50000,0.3,731
2,1,50000,0.3,1009
2,1,50000,0.3,938
2,1,50000,0.3,476
2,1,50000,0.3,421
2,1,50000,0.3,829
2,1,50000,0.3,460
2,1,50000,0.3,765
2,1,50000,0.3,552
2,1,50000,0.3,485
2,1,50000,0.3,819
2,1,50000,0.3,868
2,1,50000,0.3,754
2,1,50000,0.3,914
2,1,50000,0.3,613
2,1,50000,0.3,584
2,1,50000,0.3,752
2,1,50000,0.3,551
2,1,50000,0.3,1044
2,1,50000,0.3,647
2,1,50000,0.3,570
2,1,50000,0.3,985
2,1,50000,0.3,540
2,1,50000,0.3,868
2,1,50000,0.3,733
2,1,50000,0.3,1429
2,1,50000,0.3,540
2,1,50000,0.3,350
2,1,50000,0.3,793
2,1,50000,0.3,543
2,1,50000,0.3,436
2,1,50000,0.3,584
2,1,50000,0.3,666
2,1,50000,0.3,508
2,1,50000,0.3,605
2,1,50000,0.3,538
2,1,50000,0.3,651
2,1,50000,0.3,590
2,1,50000,0.3,1092
2,1,50000,0.3,804
2,1,50000,0.3,887
2,1,50000,0.3,765
2,1,50000,0.3,978
2,1,50000,0.3,658
2,1,50000,0.3,1123
2,1,50000,0.3,769
2,1,50000,0.3,849
2,1,50000,0.3,446
2,1,50000,0.3,302
2,1,50000,0.3,776
2,1,50000,0.3,570
2,1,50000,0.3,890
2,1,50000,0.3,714
2,1,50000,0.3,733
2,1,50000,0.3,627
2,1,50000,0.3,698
2,1,50000,0.3,651
2,1,50000,0.3,1035
2,1,50000,0.3,606
2,1,50000,0.3,1093
2,1,50000,0.3,788
2,1,50000,0.3,670
2,1,50000,0.3,487
2,1,50000,0.3,1052
2,1,50000,0.3,685
2,1,50000,0.3,653
2,1,50000,0.3,888
2,1,50000,0.3,745
2,1,50000,0.3,1010
2,1,50000,0.3,453
2,1,50000,0.3,748
2,1,50000,0.3,854
2,1,50000,0.3,1075
2,1,50000,0.3,731
2,1,50000,0.3,765
2,1,50000,0.3,499
2,1,50000,0.3,996
2,1,50000,0.3,1464
2,1,50000,0.3,1037
2,1,50000,0.3,471
2,1,50000,0.3,635
2,1,50000,0.3,1058
2,1,50000,0.3,698
2,1,50000,0.3,916
2,1,50000,0.3,974
2,1,50000,0.3,1317
2,1,50000,0.3,798
2,1,50000,0.3,746
2,1,50000,0.3,866
2,1,50000,0.3,396
2,1,50000,0.3,479
2,1,50000,0.3,1071
2,1,50000,0.3,818
2,1,50000,0.3,770
2,1,50000,0.3,1233
2,1,50000,0.3,757
2,1,50000,0.3,383
2,1,50000,0.3,490
2,1,50000,0.3,899
2,1,50000,0.3,852
2,1,50000,0.3,772
2,1,50000,0.3,645
2,1,50000,0.3,612
2,1,50000,0.3,710
2,1,50000,0.3,827
2,1,50000,0.3,827
2,1,50000,0.3,790
2,1,50000,0.3,964
2,1,50000,0.3,649
2,1,50000,0.3,676
2,1,50000,0.3,720
2,1,50000,0.3,1006
2,1,50000,0.3,588
2,1,50000,0.3,821
2,1,50000,0.3,593
2,1,50000,0.3,643
2,1,50000,0.3,876
2,1,50000,0.3,913
2,1,50000,0.3,1197
2,1,50000,0.3,828
2,1,50000,0.3,1638
2,1,50000,0.3,1378
2,1,50000,0.3,1116
2,1,50000,0.3,839
2,1,50000,0.3,455
