#Col 1: dimension K: 2
#Col 2: specified s: 1
#Col 3: min n: 10000
#Col 4: max n50000
#Col 5: pas n5000
#Col 7: n of trees100

K,s,n,q0,cost
2,1,20000,0.1,574
2,1,20000,0.1,324
2,1,20000,0.1,303
2,1,20000,0.1,452
2,1,20000,0.1,299
2,1,20000,0.1,361
2,1,20000,0.1,243
2,1,20000,0.1,442
2,1,20000,0.1,408
2,1,20000,0.1,354
2,1,20000,0.1,268
2,1,20000,0.1,382
2,1,20000,0.1,387
2,1,20000,0.1,430
2,1,20000,0.1,278
2,1,20000,0.1,285
2,1,20000,0.1,248
2,1,20000,0.1,567
2,1,20000,0.1,248
2,1,20000,0.1,328
2,1,20000,0.1,315
2,1,20000,0.1,694
2,1,20000,0.1,608
2,1,20000,0.1,505
2,1,20000,0.1,215
2,1,20000,0.1,338
2,1,20000,0.1,543
2,1,20000,0.1,576
2,1,20000,0.1,213
2,1,20000,0.1,334
2,1,20000,0.1,144
2,1,20000,0.1,376
2,1,20000,0.1,275
2,1,20000,0.1,434
2,1,20000,0.1,293
2,1,20000,0.1,530
2,1,20000,0.1,403
2,1,20000,0.2,487
2,1,20000,0.2,533
2,1,20000,0.2,222
2,1,20000,0.2,585
2,1,20000,0.2,255
2,1,20000,0.2,528
2,1,20000,0.2,255
2,1,20000,0.2,541
2,1,20000,0.2,467
2,1,20000,0.2,388
2,1,20000,0.2,563
2,1,20000,0.2,560
2,1,20000,0.2,356
2,1,20000,0.2,277
2,1,20000,0.2,486
2,1,20000,0.2,272
2,1,20000,0.2,209
2,1,20000,0.2,266
2,1,20000,0.2,678
2,1,20000,0.2,495
2,1,20000,0.2,188
2,1,20000,0.2,164
2,1,20000,0.2,441
2,1,20000,0.2,342
2,1,20000,0.2,532
2,1,20000,0.2,548
2,1,20000,0.2,634
2,1,20000,0.2,907
2,1,20000,0.2,232
2,1,20000,0.2,235
2,1,20000,0.2,713
2,1,20000,0.2,491
2,1,20000,0.2,376
2,1,20000,0.2,496
2,1,20000,0.2,545
2,1,20000,0.2,422
2,1,20000,0.2,394
2,1,20000,0.2,178
2,1,20000,0.2,739
2,1,20000,0.2,290
2,1,20000,0.2,402
2,1,20000,0.2,303
2,1,20000,0.2,337
2,1,20000,0.2,441
2,1,20000,0.2,274
2,1,20000,0.2,342
2,1,20000,0.2,509
2,1,20000,0.2,390
2,1,20000,0.2,462
2,1,20000,0.2,468
2,1,20000,0.2,590
2,1,20000,0.2,606
2,1,20000,0.2,318
2,1,20000,0.2,579
2,1,20000,0.2,417
2,1,20000,0.2,182
2,1,20000,0.2,760
2,1,20000,0.2,296
2,1,20000,0.2,342
2,1,20000,0.2,626
2,1,20000,0.2,470
2,1,20000,0.2,625
2,1,20000,0.2,248
2,1,20000,0.2,278
2,1,20000,0.2,406
2,1,20000,0.2,546
2,1,20000,0.2,578
2,1,20000,0.2,513
2,1,20000,0.2,493
2,1,20000,0.2,174
2,1,20000,0.2,236
2,1,20000,0.2,703
2,1,20000,0.2,290
2,1,20000,0.2,172
2,1,20000,0.2,162
2,1,20000,0.2,402
2,1,20000,0.2,411
2,1,20000,0.2,190
2,1,20000,0.2,441
2,1,20000,0.2,418
2,1,20000,0.2,279
2,1,20000,0.2,273
2,1,20000,0.2,230
2,1,20000,0.2,394
2,1,20000,0.2,314
2,1,20000,0.2,409
2,1,20000,0.2,398
2,1,20000,0.2,351
2,1,20000,0.2,165
2,1,20000,0.2,291
2,1,20000,0.2,261
2,1,20000,0.2,393
2,1,20000,0.2,352
2,1,20000,0.2,456
2,1,20000,0.2,466
2,1,20000,0.2,298
2,1,20000,0.2,101
2,1,20000,0.2,587
2,1,20000,0.2,436
2,1,20000,0.2,397
2,1,20000,0.3,268
2,1,20000,0.3,398
2,1,20000,0.3,270
2,1,20000,0.3,238
2,1,20000,0.3,335
2,1,20000,0.3,325
2,1,20000,0.3,636
2,1,20000,0.3,684
2,1,20000,0.3,192
2,1,20000,0.3,278
2,1,20000,0.3,631
2,1,20000,0.3,431
2,1,20000,0.3,534
2,1,20000,0.3,290
2,1,20000,0.3,275
2,1,20000,0.3,525
2,1,20000,0.3,511
2,1,20000,0.3,278
2,1,20000,0.3,818
2,1,20000,0.3,207
2,1,20000,0.3,388
2,1,20000,0.3,196
2,1,20000,0.3,573
2,1,20000,0.3,639
2,1,20000,0.3,373
2,1,20000,0.3,319
2,1,20000,0.3,477
2,1,20000,0.3,548
2,1,20000,0.3,541
2,1,20000,0.3,509
2,1,20000,0.3,235
2,1,20000,0.3,715
2,1,20000,0.3,381
2,1,20000,0.3,210
2,1,20000,0.3,547
2,1,20000,0.3,373
2,1,20000,0.3,282
2,1,20000,0.3,327
2,1,20000,0.3,557
2,1,20000,0.3,301
2,1,20000,0.3,763
2,1,20000,0.3,545
2,1,20000,0.3,575
2,1,20000,0.3,219
2,1,20000,0.3,287
2,1,20000,0.3,221
2,1,20000,0.3,591
2,1,20000,0.3,289
2,1,20000,0.3,611
2,1,20000,0.3,535
2,1,20000,0.3,640
2,1,20000,0.3,263
2,1,20000,0.3,691
2,1,20000,0.3,649
2,1,20000,0.3,371
2,1,20000,0.3,522
2,1,20000,0.3,436
2,1,20000,0.3,470
2,1,20000,0.3,370
2,1,20000,0.3,512
2,1,20000,0.3,581
2,1,20000,0.3,493
2,1,20000,0.3,663
2,1,20000,0.3,517
2,1,20000,0.3,248
2,1,20000,0.3,519
2,1,20000,0.3,511
2,1,20000,0.3,347
2,1,20000,0.3,680
2,1,20000,0.3,482
2,1,20000,0.3,508
2,1,20000,0.3,636
2,1,20000,0.3,483
2,1,20000,0.3,387
2,1,20000,0.3,452
2,1,20000,0.3,316
2,1,20000,0.3,788
2,1,20000,0.3,288
2,1,20000,0.3,210
2,1,20000,0.3,349
2,1,20000,0.3,342
2,1,20000,0.3,422
2,1,20000,0.3,494
2,1,20000,0.3,361
2,1,20000,0.3,312
2,1,20000,0.3,885
2,1,20000,0.3,308
2,1,20000,0.3,621
2,1,20000,0.3,486
2,1,20000,0.3,117
2,1,20000,0.3,299
2,1,20000,0.3,244
2,1,20000,0.3,386
2,1,20000,0.3,655
2,1,20000,0.3,522
2,1,20000,0.3,807
2,1,20000,0.3,291
2,1,20000,0.3,353
2,1,20000,0.3,384
2,1,20000,0.3,149
2,1,20000,0.4,311
2,1,20000,0.4,454
2,1,20000,0.4,427
2,1,20000,0.4,257
2,1,20000,0.4,694
2,1,20000,0.4,381
2,1,20000,0.4,686
2,1,20000,0.4,550
2,1,20000,0.4,301
2,1,20000,0.4,404
2,1,20000,0.4,463
2,1,20000,0.4,442
2,1,20000,0.4,765
2,1,20000,0.4,305
2,1,20000,0.4,434
2,1,20000,0.4,319
2,1,20000,0.4,661
2,1,20000,0.4,418
2,1,20000,0.4,250
2,1,20000,0.4,305
2,1,20000,0.4,457
2,1,20000,0.4,288
2,1,20000,0.4,843
2,1,20000,0.4,162
2,1,20000,0.4,164
2,1,20000,0.4,414
2,1,20000,0.4,247
2,1,20000,0.4,451
2,1,20000,0.4,410
2,1,20000,0.4,295
2,1,20000,0.4,416
2,1,20000,0.4,499
2,1,20000,0.4,665
2,1,20000,0.4,492
2,1,20000,0.4,406
2,1,20000,0.4,285
2,1,20000,0.4,334
2,1,20000,0.4,384
2,1,20000,0.4,191
2,1,20000,0.4,372
2,1,20000,0.4,453
2,1,20000,0.4,411
2,1,20000,0.4,262
2,1,20000,0.4,475
2,1,20000,0.4,462
2,1,20000,0.4,855
2,1,20000,0.4,866
2,1,20000,0.4,702
2,1,20000,0.4,543
2,1,20000,0.4,450
2,1,20000,0.4,365
2,1,20000,0.4,404
2,1,20000,0.4,646
2,1,20000,0.4,286
2,1,20000,0.4,314
2,1,20000,0.4,518
2,1,20000,0.4,389
2,1,20000,0.4,656
2,1,20000,0.4,380
2,1,20000,0.4,678
2,1,20000,0.4,645
2,1,20000,0.4,92
2,1,20000,0.4,860
2,1,20000,0.4,325
2,1,20000,0.4,310
2,1,20000,0.4,190
2,1,20000,0.4,612
2,1,20000,0.4,617
2,1,20000,0.4,488
2,1,20000,0.4,1030
2,1,20000,0.4,247
2,1,20000,0.4,600
2,1,20000,0.4,544
2,1,20000,0.4,318
2,1,20000,0.4,496
2,1,20000,0.4,431
2,1,20000,0.4,529
2,1,20000,0.4,616
2,1,20000,0.4,541
2,1,20000,0.4,545
2,1,20000,0.4,282
2,1,20000,0.4,543
2,1,20000,0.4,340
2,1,20000,0.4,323
2,1,20000,0.4,457
2,1,20000,0.4,278
2,1,20000,0.4,451
2,1,20000,0.4,620
2,1,20000,0.4,719
2,1,20000,0.4,492
2,1,20000,0.4,579
2,1,20000,0.4,286
2,1,20000,0.4,728
2,1,20000,0.4,377
2,1,20000,0.4,243
2,1,20000,0.4,318
2,1,20000,0.4,390
2,1,20000,0.4,447
2,1,20000,0.4,456
2,1,20000,0.4,534
2,1,20000,0.5,325
2,1,20000,0.5,313
2,1,20000,0.5,548
2,1,20000,0.5,389
2,1,20000,0.5,426
2,1,20000,0.5,612
2,1,20000,0.5,377
2,1,20000,0.5,692
2,1,20000,0.5,457
2,1,20000,0.5,817
2,1,20000,0.5,330
2,1,20000,0.5,358
2,1,20000,0.5,190
2,1,20000,0.5,765
2,1,20000,0.5,341
2,1,20000,0.5,363
2,1,20000,0.5,541
2,1,20000,0.5,382
2,1,20000,0.5,480
2,1,20000,0.5,451
2,1,20000,0.5,870
2,1,20000,0.5,400
2,1,20000,0.5,422
2,1,20000,0.5,540
2,1,20000,0.5,445
2,1,20000,0.5,474
2,1,20000,0.5,525
2,1,20000,0.5,571
2,1,20000,0.5,665
2,1,20000,0.5,485
2,1,20000,0.5,1069
2,1,20000,0.5,523
2,1,20000,0.5,295
2,1,20000,0.5,275
2,1,20000,0.5,569
2,1,20000,0.5,764
2,1,20000,0.5,259
2,1,20000,0.5,371
2,1,20000,0.5,343
2,1,20000,0.5,641
2,1,20000,0.5,758
2,1,20000,0.5,555
2,1,20000,0.5,593
2,1,20000,0.5,594
2,1,20000,0.5,522
2,1,20000,0.5,428
2,1,20000,0.5,212
2,1,20000,0.5,823
2,1,20000,0.5,810
2,1,20000,0.5,675
2,1,20000,0.5,572
2,1,20000,0.5,606
2,1,20000,0.5,587
2,1,20000,0.5,471
2,1,20000,0.5,550
2,1,20000,0.5,832
2,1,20000,0.5,845
2,1,20000,0.5,324
2,1,20000,0.5,631
2,1,20000,0.5,625
2,1,20000,0.5,694
2,1,20000,0.5,413
2,1,20000,0.5,337
2,1,20000,0.5,540
2,1,20000,0.5,250
2,1,20000,0.5,899
2,1,20000,0.5,629
2,1,20000,0.5,551
2,1,20000,0.5,607
2,1,20000,0.5,527
2,1,20000,0.5,336
2,1,20000,0.5,337
2,1,20000,0.5,1012
2,1,20000,0.5,817
2,1,20000,0.5,518
2,1,20000,0.5,583
2,1,20000,0.5,393
2,1,20000,0.5,634
2,1,20000,0.5,711
2,1,20000,0.5,432
2,1,20000,0.5,282
2,1,20000,0.5,553
2,1,20000,0.5,538
2,1,20000,0.5,716
2,1,20000,0.5,259
2,1,20000,0.5,566
2,1,20000,0.5,577
2,1,20000,0.5,836
2,1,20000,0.5,529
2,1,20000,0.5,524
2,1,20000,0.5,620
2,1,20000,0.5,521
2,1,20000,0.5,438
2,1,20000,0.5,352
2,1,20000,0.5,621
2,1,20000,0.5,310
2,1,20000,0.5,736
2,1,20000,0.5,243
2,1,20000,0.5,509
2,1,20000,0.5,721
2,1,25000,0.1,476
2,1,25000,0.1,256
2,1,25000,0.1,301
2,1,25000,0.1,363
2,1,25000,0.1,156
2,1,25000,0.1,718
2,1,25000,0.1,307
2,1,25000,0.1,380
2,1,25000,0.1,288
2,1,25000,0.1,517
2,1,25000,0.1,194
2,1,25000,0.1,563
2,1,25000,0.1,277
2,1,25000,0.1,728
2,1,25000,0.1,240
2,1,25000,0.1,612
2,1,25000,0.1,712
2,1,25000,0.1,354
2,1,25000,0.1,428
2,1,25000,0.1,312
2,1,25000,0.1,442
2,1,25000,0.1,231
2,1,25000,0.1,435
2,1,25000,0.1,213
2,1,25000,0.1,370
2,1,25000,0.1,452
2,1,25000,0.1,303
2,1,25000,0.1,300
2,1,25000,0.1,267
2,1,25000,0.1,422
2,1,25000,0.1,607
2,1,25000,0.1,276
2,1,25000,0.1,617
2,1,25000,0.1,492
2,1,25000,0.1,693
2,1,25000,0.1,292
2,1,25000,0.1,639
2,1,25000,0.1,293
2,1,25000,0.1,201
2,1,25000,0.1,538
2,1,25000,0.1,469
2,1,25000,0.1,328
2,1,25000,0.1,515
2,1,25000,0.1,354
2,1,25000,0.1,589
2,1,25000,0.1,300
2,1,25000,0.1,297
2,1,25000,0.1,379
2,1,25000,0.1,477
2,1,25000,0.1,464
2,1,25000,0.1,299
2,1,25000,0.1,370
2,1,25000,0.1,536
2,1,25000,0.1,331
2,1,25000,0.1,486
2,1,25000,0.1,164
2,1,25000,0.1,291
2,1,25000,0.1,617
2,1,25000,0.1,477
2,1,25000,0.1,275
2,1,25000,0.1,268
2,1,25000,0.1,408
2,1,25000,0.1,290
2,1,25000,0.1,235
2,1,25000,0.1,236
2,1,25000,0.1,487
2,1,25000,0.1,229
2,1,25000,0.1,323
2,1,25000,0.1,273
2,1,25000,0.1,429
2,1,25000,0.1,282
2,1,25000,0.1,538
2,1,25000,0.1,113
2,1,25000,0.1,523
2,1,25000,0.1,417
2,1,25000,0.1,414
2,1,25000,0.1,336
2,1,25000,0.1,358
2,1,25000,0.1,240
2,1,25000,0.1,244
2,1,25000,0.1,370
2,1,25000,0.1,287
2,1,25000,0.1,517
2,1,25000,0.1,216
2,1,25000,0.1,409
2,1,25000,0.1,372
2,1,25000,0.1,350
2,1,25000,0.1,324
2,1,25000,0.1,220
2,1,25000,0.1,492
2,1,25000,0.1,379
2,1,25000,0.1,482
2,1,25000,0.1,426
2,1,25000,0.1,118
2,1,25000,0.1,502
2,1,25000,0.1,256
2,1,25000,0.1,503
2,1,25000,0.1,443
2,1,25000,0.1,693
2,1,25000,0.1,380
2,1,25000,0.2,412
2,1,25000,0.2,491
2,1,25000,0.2,511
2,1,25000,0.2,661
2,1,25000,0.2,343
2,1,25000,0.2,598
2,1,25000,0.2,294
2,1,25000,0.2,222
2,1,25000,0.2,668
2,1,25000,0.2,304
2,1,25000,0.2,742
2,1,25000,0.2,569
2,1,25000,0.2,224
2,1,25000,0.2,615
2,1,25000,0.2,734
2,1,25000,0.2,916
2,1,25000,0.2,717
2,1,25000,0.2,616
2,1,25000,0.2,505
2,1,25000,0.2,609
2,1,25000,0.2,395
2,1,25000,0.2,947
2,1,25000,0.2,392
2,1,25000,0.2,856
2,1,25000,0.2,347
2,1,25000,0.2,539
2,1,25000,0.2,455
2,1,25000,0.2,282
2,1,25000,0.2,294
2,1,25000,0.2,354
2,1,25000,0.2,469
2,1,25000,0.2,293
2,1,25000,0.2,497
2,1,25000,0.2,535
2,1,25000,0.2,168
2,1,25000,0.2,680
2,1,25000,0.2,556
2,1,25000,0.2,438
2,1,25000,0.2,574
2,1,25000,0.2,460
2,1,25000,0.2,573
2,1,25000,0.2,374
2,1,25000,0.2,494
2,1,25000,0.2,295
2,1,25000,0.2,535
2,1,25000,0.2,532
2,1,25000,0.2,212
2,1,25000,0.2,288
2,1,25000,0.2,666
2,1,25000,0.2,313
2,1,25000,0.2,532
2,1,25000,0.2,327
2,1,25000,0.2,251
2,1,25000,0.2,300
2,1,25000,0.2,311
2,1,25000,0.2,606
2,1,25000,0.2,347
2,1,25000,0.2,546
2,1,25000,0.2,251
2,1,25000,0.2,333
2,1,25000,0.2,182
2,1,25000,0.2,602
2,1,25000,0.2,505
2,1,25000,0.2,316
2,1,25000,0.2,236
2,1,25000,0.2,535
2,1,25000,0.2,498
2,1,25000,0.2,637
2,1,25000,0.2,128
2,1,25000,0.2,488
2,1,25000,0.2,422
2,1,25000,0.2,264
2,1,25000,0.2,254
2,1,25000,0.2,384
2,1,25000,0.2,522
2,1,25000,0.2,307
2,1,25000,0.2,342
2,1,25000,0.2,597
2,1,25000,0.2,667
2,1,25000,0.2,377
2,1,25000,0.2,257
2,1,25000,0.2,445
2,1,25000,0.2,641
2,1,25000,0.2,483
2,1,25000,0.2,349
2,1,25000,0.2,560
2,1,25000,0.2,119
2,1,25000,0.2,396
2,1,25000,0.2,927
2,1,25000,0.2,604
2,1,25000,0.2,576
2,1,25000,0.2,162
2,1,25000,0.2,390
2,1,25000,0.2,414
2,1,25000,0.2,523
2,1,25000,0.2,505
2,1,25000,0.2,414
2,1,25000,0.2,359
2,1,25000,0.2,258
2,1,25000,0.2,441
2,1,25000,0.3,437
2,1,25000,0.3,583
2,1,25000,0.3,435
2,1,25000,0.3,554
2,1,25000,0.3,474
2,1,25000,0.3,228
2,1,25000,0.3,483
2,1,25000,0.3,548
2,1,25000,0.3,433
2,1,25000,0.3,713
2,1,25000,0.3,923
2,1,25000,0.3,1011
2,1,25000,0.3,416
2,1,25000,0.3,657
2,1,25000,0.3,468
2,1,25000,0.3,673
2,1,25000,0.3,523
2,1,25000,0.3,576
2,1,25000,0.3,336
2,1,25000,0.3,529
2,1,25000,0.3,504
2,1,25000,0.3,646
2,1,25000,0.3,276
2,1,25000,0.3,491
2,1,25000,0.3,534
2,1,25000,0.3,521
2,1,25000,0.3,1207
2,1,25000,0.3,720
2,1,25000,0.3,442
2,1,25000,0.3,690
2,1,25000,0.3,623
2,1,25000,0.3,501
2,1,25000,0.3,843
2,1,25000,0.3,1075
2,1,25000,0.3,548
2,1,25000,0.3,609
2,1,25000,0.3,560
2,1,25000,0.3,268
2,1,25000,0.3,457
2,1,25000,0.3,283
2,1,25000,0.3,312
2,1,25000,0.3,432
2,1,25000,0.3,668
2,1,25000,0.3,569
2,1,25000,0.3,408
2,1,25000,0.3,301
2,1,25000,0.3,525
2,1,25000,0.3,434
2,1,25000,0.3,210
2,1,25000,0.3,148
2,1,25000,0.3,847
2,1,25000,0.3,271
2,1,25000,0.3,577
2,1,25000,0.3,505
2,1,25000,0.3,441
2,1,25000,0.3,776
2,1,25000,0.3,463
2,1,25000,0.3,1154
2,1,25000,0.3,592
2,1,25000,0.3,715
2,1,25000,0.3,333
2,1,25000,0.3,790
2,1,25000,0.3,462
2,1,25000,0.3,623
2,1,25000,0.3,577
2,1,25000,0.3,782
2,1,25000,0.3,437
2,1,25000,0.3,427
2,1,25000,0.3,368
2,1,25000,0.3,359
2,1,25000,0.3,787
2,1,25000,0.3,368
2,1,25000,0.3,738
2,1,25000,0.3,710
2,1,25000,0.3,539
2,1,25000,0.3,340
2,1,25000,0.3,232
2,1,25000,0.3,416
2,1,25000,0.3,371
2,1,25000,0.3,650
2,1,25000,0.3,473
2,1,25000,0.3,223
2,1,25000,0.3,402
2,1,25000,0.3,654
2,1,25000,0.3,750
2,1,25000,0.3,740
2,1,25000,0.3,718
2,1,25000,0.3,531
2,1,25000,0.3,258
2,1,25000,0.3,244
2,1,25000,0.3,421
2,1,25000,0.3,445
2,1,25000,0.3,313
2,1,25000,0.3,1129
2,1,25000,0.3,414
2,1,25000,0.3,623
2,1,25000,0.3,214
2,1,25000,0.3,1004
2,1,25000,0.3,403
2,1,25000,0.3,755
2,1,25000,0.4,450
2,1,25000,0.4,512
2,1,25000,0.4,290
2,1,25000,0.4,1168
2,1,25000,0.4,441
2,1,25000,0.4,300
2,1,25000,0.4,457
2,1,25000,0.4,714
2,1,25000,0.4,373
2,1,25000,0.4,688
2,1,25000,0.4,673
2,1,25000,0.4,472
2,1,25000,0.4,417
2,1,25000,0.4,218
2,1,25000,0.4,417
2,1,25000,0.4,874
2,1,25000,0.4,349
2,1,25000,0.4,422
2,1,25000,0.4,458
2,1,25000,0.4,529
2,1,25000,0.4,594
2,1,25000,0.4,826
2,1,25000,0.4,326
2,1,25000,0.4,559
2,1,25000,0.4,635
2,1,25000,0.4,584
2,1,25000,0.4,329
2,1,25000,0.4,504
2,1,25000,0.4,402
2,1,25000,0.4,454
2,1,25000,0.4,1182
2,1,25000,0.4,695
2,1,25000,0.4,243
2,1,25000,0.4,591
2,1,25000,0.4,190
2,1,25000,0.4,717
2,1,25000,0.4,828
2,1,25000,0.4,587
2,1,25000,0.4,421
2,1,25000,0.4,814
2,1,25000,0.4,289
2,1,25000,0.4,740
2,1,25000,0.4,321
2,1,25000,0.4,681
2,1,25000,0.4,254
2,1,25000,0.4,828
2,1,25000,0.4,526
2,1,25000,0.4,860
2,1,25000,0.4,238
2,1,25000,0.4,254
2,1,25000,0.4,679
2,1,25000,0.4,351
2,1,25000,0.4,163
2,1,25000,0.4,849
2,1,25000,0.4,631
2,1,25000,0.4,348
2,1,25000,0.4,521
2,1,25000,0.4,677
2,1,25000,0.4,920
2,1,25000,0.4,730
2,1,25000,0.4,211
2,1,25000,0.4,490
2,1,25000,0.4,550
2,1,25000,0.4,569
2,1,25000,0.4,235
2,1,25000,0.4,482
2,1,25000,0.4,542
2,1,25000,0.4,742
2,1,25000,0.4,610
2,1,25000,0.4,527
2,1,25000,0.4,724
2,1,25000,0.4,112
2,1,25000,0.4,202
2,1,25000,0.4,878
2,1,25000,0.4,584
2,1,25000,0.4,737
2,1,25000,0.4,522
2,1,25000,0.4,916
2,1,25000,0.4,559
2,1,25000,0.4,820
2,1,25000,0.4,246
2,1,25000,0.4,555
2,1,25000,0.4,602
2,1,25000,0.4,590
2,1,25000,0.4,378
2,1,25000,0.4,367
2,1,25000,0.4,335
2,1,25000,0.4,120
2,1,25000,0.4,370
2,1,25000,0.4,665
2,1,25000,0.4,528
2,1,25000,0.4,512
2,1,25000,0.4,347
2,1,25000,0.4,348
2,1,25000,0.4,288
2,1,25000,0.4,514
2,1,25000,0.4,696
2,1,25000,0.4,542
2,1,25000,0.4,695
2,1,25000,0.4,353
2,1,25000,0.5,333
2,1,25000,0.5,345
2,1,25000,0.5,200
2,1,25000,0.5,885
2,1,25000,0.5,768
2,1,25000,0.5,736
2,1,25000,0.5,830
2,1,25000,0.5,717
2,1,25000,0.5,449
2,1,25000,0.5,743
2,1,25000,0.5,491
2,1,25000,0.5,693
2,1,25000,0.5,584
2,1,25000,0.5,545
2,1,25000,0.5,572
2,1,25000,0.5,676
2,1,25000,0.5,284
2,1,25000,0.5,650
2,1,25000,0.5,219
2,1,25000,0.5,335
2,1,25000,0.5,736
2,1,25000,0.5,224
2,1,25000,0.5,607
2,1,25000,0.5,779
2,1,25000,0.5,332
2,1,25000,0.5,739
2,1,25000,0.5,536
2,1,25000,0.5,860
2,1,25000,0.5,476
2,1,25000,0.5,344
2,1,25000,0.5,498
2,1,25000,0.5,485
2,1,25000,0.5,466
2,1,25000,0.5,195
2,1,25000,0.5,500
2,1,25000,0.5,584
2,1,25000,0.5,682
2,1,25000,0.5,714
2,1,25000,0.5,391
2,1,25000,0.5,645
2,1,25000,0.5,501
2,1,25000,0.5,470
2,1,25000,0.5,655
2,1,25000,0.5,940
2,1,25000,0.5,589
2,1,25000,0.5,622
2,1,25000,0.5,194
2,1,25000,0.5,607
2,1,25000,0.5,583
2,1,25000,0.5,875
2,1,25000,0.5,610
2,1,25000,0.5,575
2,1,25000,0.5,1003
2,1,25000,0.5,362
2,1,25000,0.5,533
2,1,25000,0.5,564
2,1,25000,0.5,129
2,1,25000,0.5,504
2,1,25000,0.5,1036
2,1,25000,0.5,593
2,1,25000,0.5,281
2,1,25000,0.5,302
2,1,25000,0.5,717
2,1,25000,0.5,859
2,1,25000,0.5,378
2,1,25000,0.5,449
2,1,25000,0.5,618
2,1,25000,0.5,184
2,1,25000,0.5,720
2,1,25000,0.5,533
2,1,25000,0.5,704
2,1,25000,0.5,317
2,1,25000,0.5,470
2,1,25000,0.5,300
2,1,25000,0.5,689
2,1,25000,0.5,813
2,1,25000,0.5,586
2,1,25000,0.5,432
2,1,25000,0.5,799
2,1,25000,0.5,458
2,1,25000,0.5,554
2,1,25000,0.5,466
2,1,25000,0.5,1098
2,1,25000,0.5,949
2,1,25000,0.5,383
2,1,25000,0.5,247
2,1,25000,0.5,276
2,1,25000,0.5,504
2,1,25000,0.5,182
2,1,25000,0.5,671
2,1,25000,0.5,405
2,1,25000,0.5,664
2,1,25000,0.5,996
2,1,25000,0.5,395
2,1,25000,0.5,401
2,1,25000,0.5,551
2,1,25000,0.5,578
2,1,25000,0.5,623
2,1,25000,0.5,587
2,1,25000,0.5,556
2,1,30000,0.1,245
2,1,30000,0.1,577
2,1,30000,0.1,328
2,1,30000,0.1,309
2,1,30000,0.1,524
2,1,30000,0.1,530
2,1,30000,0.1,453
2,1,30000,0.1,383
2,1,30000,0.1,252
2,1,30000,0.1,562
2,1,30000,0.1,135
2,1,30000,0.1,719
2,1,30000,0.1,418
2,1,30000,0.1,698
2,1,30000,0.1,290
2,1,30000,0.1,265
2,1,30000,0.1,800
2,1,30000,0.1,384
2,1,30000,0.1,357
2,1,30000,0.1,472
2,1,30000,0.1,599
2,1,30000,0.1,362
2,1,30000,0.1,363
2,1,30000,0.1,489
2,1,30000,0.1,449
2,1,30000,0.1,654
2,1,30000,0.1,623
2,1,30000,0.1,314
2,1,30000,0.1,446
2,1,30000,0.1,655
2,1,30000,0.1,330
2,1,30000,0.1,410
2,1,30000,0.1,311
2,1,30000,0.1,288
2,1,30000,0.1,437
2,1,30000,0.1,574
2,1,30000,0.1,324
2,1,30000,0.1,368
2,1,30000,0.1,308
2,1,30000,0.1,518
2,1,30000,0.1,558
2,1,30000,0.1,641
2,1,30000,0.1,375
2,1,30000,0.1,393
2,1,30000,0.1,265
2,1,30000,0.1,384
2,1,30000,0.1,514
2,1,30000,0.1,371
2,1,30000,0.1,316
2,1,30000,0.1,294
2,1,30000,0.1,487
2,1,30000,0.1,293
2,1,30000,0.1,400
2,1,30000,0.1,636
2,1,30000,0.1,440
2,1,30000,0.1,424
2,1,30000,0.1,520
2,1,30000,0.1,750
2,1,30000,0.1,580
2,1,30000,0.1,501
2,1,30000,0.1,561
2,1,30000,0.1,572
2,1,30000,0.1,410
2,1,30000,0.1,872
2,1,30000,0.1,361
2,1,30000,0.1,112
2,1,30000,0.1,337
2,1,30000,0.1,305
2,1,30000,0.1,347
2,1,30000,0.1,271
2,1,30000,0.1,463
2,1,30000,0.1,500
2,1,30000,0.1,610
2,1,30000,0.1,480
2,1,30000,0.1,711
2,1,30000,0.1,581
2,1,30000,0.1,381
2,1,30000,0.1,723
2,1,30000,0.1,584
2,1,30000,0.1,649
2,1,30000,0.1,294
2,1,30000,0.1,408
2,1,30000,0.1,299
2,1,30000,0.1,725
2,1,30000,0.1,586
2,1,30000,0.1,406
2,1,30000,0.1,608
2,1,30000,0.1,343
2,1,30000,0.1,439
2,1,30000,0.1,428
2,1,30000,0.1,268
2,1,30000,0.1,375
2,1,30000,0.1,306
2,1,30000,0.1,492
2,1,30000,0.1,535
2,1,30000,0.1,320
2,1,30000,0.1,831
2,1,30000,0.1,542
2,1,30000,0.1,353
2,1,30000,0.1,555
2,1,30000,0.2,453
2,1,30000,0.2,326
2,1,30000,0.2,211
2,1,30000,0.2,354
2,1,30000,0.2,303
2,1,30000,0.2,245
2,1,30000,0.2,623
2,1,30000,0.2,699
2,1,30000,0.2,579
2,1,30000,0.2,468
2,1,30000,0.2,436
2,1,30000,0.2,420
2,1,30000,0.2,587
2,1,30000,0.2,675
2,1,30000,0.2,663
2,1,30000,0.2,419
2,1,30000,0.2,478
2,1,30000,0.2,395
2,1,30000,0.2,493
2,1,30000,0.2,230
2,1,30000,0.2,670
2,1,30000,0.2,502
2,1,30000,0.2,644
2,1,30000,0.2,368
2,1,30000,0.2,325
2,1,30000,0.2,573
2,1,30000,0.2,192
2,1,30000,0.2,675
2,1,30000,0.2,518
2,1,30000,0.2,222
2,1,30000,0.2,677
2,1,30000,0.2,570
